Job_Title,Company_Name,Location,Summary,Days_Posted_Ago
Analyst - Regulatory reporting,Société Générale,"Bengaluru, Karnataka","ROCS REG Team deals with processes required to comply with various regional regulations in the OTC Derivatives space, for Ex.
: DFA, EMIR, HKMA, MAS, MiFID etc.",22 days ago
Supervisory Analyst,Société Générale,"Bengaluru, Karnataka","Be responsible for approving equity research reports, ensuring that they meet the regulatory standards.
Enforce that the reports contain no untrue statements or…",13 days ago
"Business Development Manager, Artificial Intelligence, AISPL",AISPL - Karnataka,"Bengaluru, Karnataka","With Amazon Artificial Intelligence (Amazon AI), which leverages Amazon’s deep investments in AI over the last 20 years, AWS cloud is focused on bringing that…",30+ days ago
Testing Q/A (Quality Assurance) Engineer,CloudAdvisors.ca,"Bengaluru, Karnataka","CloudAdvisors allows insurers, advisors, and employers, to connect and access information related to the purchase and sale of complex products.",16 days ago
Techno Functional Consultant (Business Intelligence),Société Générale,"Bengaluru, Karnataka","Take complete Individual Accountability of the Business intelligence and Analytics solutions for business Need.
Good analytical and problem-solving skills.",22 days ago
Nutritionist (Sales Team),HealthifyMe Wellness Private Limited,"Bengaluru, Karnataka","We combine the power of artificial intelligence and human empathy to deliver measurable impact in the lives of our consumers.
Join HealthifyMe and make history!",14 days ago
Graduate Intern Technical,Intel,"Bengaluru, Karnataka","The data center is the underpinning for every data-driven service, from artificial intelligence to 5G to high-performance computing, and DCG delivers the…",30+ days ago
Research Software Engineers – Make Machines Intelligent,CareerXperts,"Bengaluru, Karnataka","As a Research Engineer, you would be working in an enthusiastic and self-starting team of talented individual contributors with diverse opinions who relish the…",30+ days ago
Artificial Intelligence Engineer,Swiss Base Company,"Bengaluru, Karnataka","Experience and Strong Understanding of Computer Vision and Image Processing is a Must.
Hands On Experience On Medical Image Analysis is An Added Advantage.",30+ days ago
AppDynamics Partner Marketing Strategist - India,Cisco Systems,"Bengaluru, Karnataka",AppDynamics is an application performance monitoring solution that uses machine learning and artificial intelligence (AI) to provide real-time visibility and…,30+ days ago
Fund Administration-Reconciliation - Sr Analyst,Société Générale,"Bengaluru, Karnataka","Interpret shareholder system reporting of each days transactions for a significant number of fund families and currencies.
Basic Knowledge of MS Office tools.",30+ days ago
Operational Risk-Analyst,Société Générale,"Bengaluru, Karnataka",Perform/Analyze/Understand first level controls (Fighting Back Controls) in accordance with regulatory or internal requirements.,30+ days ago
Graduate Technical Intern,Intel,"Bengaluru, Karnataka","The data center is the underpinning for every data-driven service, from artificial intelligence to 5G to high-performance computing, and DCG delivers the…",30+ days ago
Marketing Analyst,iManage,"Bengaluru, Karnataka","IManage combines artificial intelligence with content and email management to free, secure, and understand information.
IM Qualified Because I have….",20 days ago
Solutions Consultant,Aspect Software Inc,"Bengaluru, Karnataka","Our ability to think big has enabled us to continually evolve and lead the market, and to stay on the forefront with exciting technologies including cloud,…",10 days ago
Architecture Research Scientist,Intel,"Bengaluru, Karnataka","Intel's Processor Architecture Research Lab is hiring talented full-time Research Scientists and Interns at Intel Labs Bangalore, India in multiple areas:",30+ days ago
Lead Service Analyst,Société Générale,"Bengaluru, Karnataka","Demonstrated ability to develop process lifecycle management strategies to manage performance, INCIDENT, PROBLEM AND CHANGE and new service introduction.",18 days ago
Consultant,Bcone,"Bengaluru, Karnataka",Machine Learning Engineer who has experience in all the processes from data collection cleaning and pre processing to training models and deploying them in…,30+ days ago
Customer Care Engineer,Aspect Software Inc,"Bengaluru, Karnataka","Our ability to think big has enabled us to continually evolve and lead the market, and to stay on the forefront with exciting technologies including cloud,…",8 days ago
Hiring for International non voice process,247.ai,"Bengaluru, Karnataka","We combine artificial intelligence with human intelligence to substantially improve customer experience.
WALK IN AND WALK OUT WITH AN OFFER LETTER.",27 days ago
CTO (AI Startup)- Remote,BAIOTEQ,"Bengaluru, Karnataka","Experience with business intelligence dashboard.
BAIOTEQ is a new startup based in Canada that focuses on 3 verticals that will not only help us recover from…",1 day ago
Content Developer,Aspect Software Inc,"Bengaluru, Karnataka","Our ability to think big has enabled us to continually evolve and lead the market, and to stay on the forefront with exciting technologies including cloud,…",6 days ago
Web Development Internship,Dioxe Technologies Private Limited,"Bengaluru, Karnataka","Our technology platform is driven by top-notch technology, artificial intelligence, and data science to achieve full automation.",1 day ago
Data Engineer,Canary Health Technologies,"Mumbai, Maharashtra","Analysts and data scientists on data initiatives and will ensure compliant, secure, optimal data.
At least 5 years experience building and optimizing ‘big data’…",8 days ago
Work from home- PHP Developer- Immediate,Aarav Infotech India Pvt. Ltd.,"Andheri, Mumbai, Maharashtra","Import/export data to FTP servers.
Migrate data from exiting application to new application.
Aarav Infotech is seeking a talented full time PHP developer with a…",15 days ago
Data Analytics Platform Developer(Python),JP Morgan Chase,"Mumbai, Maharashtra","Interest in data science and data science tooling.
Embedded developers work with Data Scientists on a wide variety of projects to deploy data science models and…",13 days ago
Data Science Engineer,Mystro,"Mumbai, Maharashtra",Building advanced ML models for statement processing and transaction data processing on top of existing technology stack for understanding Customers better and…,30+ days ago
Manager - Data Science,TATA Capital,"Lower Parel, Mumbai, Maharashtra","Expertise in extracting, collating, performing data integrity checks, manipulating and analysing data.
Portfolio Segmentation/Reviews using data analytics…",30+ days ago
Research Associate,Parantapa Sciences,"Mumbai, Maharashtra","Research Associate must be able to use common sense, logic, reasoning, past data, and prediction when entering and collating data so they can identify insights.",6 days ago
Data Engineer: Data Integration,IBM,"Mumbai, Maharashtra","Demonstrated ability in solutioning covering data ingestion, data cleansing, ETL, data mart creation and exposing data for consumers.
What about all of these?",Just posted
Data Science (Jupyter/Azure ML/MatLab),Accenture,"Mumbai, Maharashtra",About Accenture: Accenture Technology powers our clients’ businesses with innovative technologies—established and emerging—changing the way their people and…,30+ days ago
"Senior Analyst, Data Science, Global Insights Center of Exce...",Ingredion,"Mumbai, Maharashtra","Facilitate new 2nd party/3rd party data integrations & partnerships to on-board new data into our data lake.
Deep and varied technical experience in delivering…",1 day ago
Manager Data Science,Reliance Jio Infocomm Limited,"Mumbai, Maharashtra","Specify, design, and implement new data science applications,.
Warehousing, data management and analytic architectures.
Java/Scala, SQL, Map Reduce.",26 days ago
Data Engineer,Canary Health Technologies,"Mumbai, Maharashtra","Analysts and data scientists on data initiatives and will ensure compliant, secure, optimal data.
At least 5 years experience building and optimizing ‘big data’…",8 days ago
Associate Manager Business Analyst,Procter & Gamble,"Mumbai, Maharashtra","Demonstrated success at deriving insight from data and effectively communicating those insights to drive action.
Everyone performing at their peak”.",1 day ago
Regulatory Affairs Manager,"Pacific Pharmaceuticals USA, Inc.","Mumbai, Maharashtra","Review and preparation of the quality and analytical data as per the Pharmacopoeia, Specification, Batch manufacturing records, Stability, Finished product /…",1 day ago
Back Office Executive - Freshers or Max 2 Years Experience,Novus Life Sciences Pvt. Ltd.,"Andheri, Mumbai, Maharashtra","9. Recording the data in Excel.
Back Office Assistant Executive - Good English Speaking & Writing Skills is a must.*.
1. Making Spreadsheets on Excel.",30+ days ago
Online Python Trainer (Female candidates only),Whitehat Education Technology Pvt. Ltd.,"Mumbai, Maharashtra","You'll teach students aged 15-18 coding (algorithms, data structure).
WhiteHat Jr* was created to solve the #1 gap in the global school system today.",30+ days ago
Analyst - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Update and manage master data sets.
Become part of our team.",30+ days ago
Assistant Manager - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Mine data through various technologies like BigQuery and SQL.",30+ days ago
Assistant Manager - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Mine data through various technologies like BigQuery and SQL.",30+ days ago
Back Office Executive - Freshers or Max 2 Years Experience,Novus Life Sciences Pvt. Ltd.,"Andheri, Mumbai, Maharashtra","9. Recording the data in Excel.
Back Office Assistant Executive - Good English Speaking & Writing Skills is a must.*.
1. Making Spreadsheets on Excel.",30+ days ago
Market Intelligence Analyst,Canary Health Technologies Inc.,"Mumbai, Maharashtra","Ensure data accuracy through design and implementation of ongoing data integrity and validation processes.
Strong knowledge of data management tools and ability…",3 days ago
Data Scientist / Analyst,Adoro,"Mumbai, Maharashtra","Basic understanding of statistic and Experience manipulating large data sets through statistical software(ex R, Matlab etc).",30+ days ago
Market Intelligence Analyst,Canary Health Technologies Inc.,"Mumbai, Maharashtra","Ensure data accuracy through design and implementation of ongoing data integrity and validation processes.
Strong knowledge of data management tools and ability…",3 days ago
Online Trainer / E-Learning Faculty for Software Programming,CMIT Computer Education,"Mumbai, Maharashtra","CMIT Computer Education, Bhandup (West) Branch, Require Faculties / Trainers for Online Training / E-Learning for Software Programming on Part Time* Basis.",9 days ago
Data Engineer,Canary Health Technologies,"Mumbai, Maharashtra","Analysts and data scientists on data initiatives and will ensure compliant, secure, optimal data.
At least 5 years experience building and optimizing ‘big data’…",8 days ago
Customer Science - DC,DBS Bank,"Mumbai, Maharashtra","Conduct data mining and analysis to understand the customer pain points.
4-5 years of experience in data analytics and project management.",30+ days ago
Analytics Internship,WAT Media Private Limited,"Mumbai, Maharashtra","Connecting Microsoft Power BI Desktop to various data sources 2.
Working on data visualization using Power BI and a strong application development 3.",3 days ago
"Customer Engineer, Data Analytics Specialist, Google Cloud",Google,"Mumbai, Maharashtra","Support local sales teams in pursuit of key business opportunities, engaging customers to address aspects of the data lifecycle.",8 days ago
Consumer Market / Retail Analytics - Senior Associate,PwC,"Mumbai, Maharashtra","Expertise in application of analytics and data science in Retailer/Trade Promotions, evaluating promo effectiveness, ad sales/ digital sales effectiveness,…",30+ days ago
Data Science Optimization,Tata Insights and Quants,"Mumbai, Maharashtra","3+ year of work experience in optimization, simulation and data science.
Contributing to Community through big data:
Tata Insights and Quants – Journey to Date.",30+ days ago
Associate Clinical Data Manager,Ancillarie,"Mumbai, Maharashtra","Bachelor’s Degree (Science, Pharmacy, Life science), or Final Year Appeared with zero to one year of experience in Clinical Data Management.",30+ days ago
Regulatory Affairs Manager,"Pacific Pharmaceuticals USA, Inc.","Mumbai, Maharashtra","Review and preparation of the quality and analytical data as per the Pharmacopoeia, Specification, Batch manufacturing records, Stability, Finished product /…",1 day ago
Online Python Trainer (Female candidates only),Whitehat Education Technology Pvt. Ltd.,"Mumbai, Maharashtra","You'll teach students aged 15-18 coding (algorithms, data structure).
WhiteHat Jr* was created to solve the #1 gap in the global school system today.",30+ days ago
Analyst - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Update and manage master data sets.
Become part of our team.",30+ days ago
Data Engineer,Canary Health Technologies,"Mumbai, Maharashtra","Analysts and data scientists on data initiatives and will ensure compliant, secure, optimal data.
At least 5 years experience building and optimizing ‘big data’…",8 days ago
Online Python Trainer (Female candidates only),Whitehat Education Technology Pvt. Ltd.,"Mumbai, Maharashtra","You'll teach students aged 15-18 coding (algorithms, data structure).
WhiteHat Jr* was created to solve the #1 gap in the global school system today.",30+ days ago
Regulatory Affairs Manager,"Pacific Pharmaceuticals USA, Inc.","Mumbai, Maharashtra","Review and preparation of the quality and analytical data as per the Pharmacopoeia, Specification, Batch manufacturing records, Stability, Finished product /…",1 day ago
Back Office Executive - Freshers or Max 2 Years Experience,Novus Life Sciences Pvt. Ltd.,"Andheri, Mumbai, Maharashtra","9. Recording the data in Excel.
Back Office Assistant Executive - Good English Speaking & Writing Skills is a must.*.
1. Making Spreadsheets on Excel.",30+ days ago
Medical Data Transcriber,Doxper,"Andheri, Mumbai, Maharashtra",We are looking for a Medical Data Transcriber Executive with excellent handwriting analytical skills to work on tick sheets with experience in subject areas…,30+ days ago
Data Scientist (Upto 5years),XLNC Technologies,"Mumbai, Maharashtra","Experience of handling high frequency streaming data for real time analysis and reporting.
Experience in relevant field such as Statistics, Computer Science or…",30+ days ago
Data Scientist,Indus OS,"Mumbai, Maharashtra","Must have set up data pipelines to move data across systems.
2+ Experience of working on large data stacks.
Actively monitor all data stack at Indus OS.",30+ days ago
Associate Clinical Data Manager,Ancillarie,"Mumbai, Maharashtra","Bachelor’s Degree (Science, Pharmacy, Life science), or Final Year Appeared with zero to one year of experience in Clinical Data Management.",30+ days ago
Data Analytics Platform Developer(Python),JP Morgan Chase,"Mumbai, Maharashtra","Interest in data science and data science tooling.
Embedded developers work with Data Scientists on a wide variety of projects to deploy data science models and…",13 days ago
Data Scientist / Analyst,Adoro,"Mumbai, Maharashtra","Basic understanding of statistic and Experience manipulating large data sets through statistical software(ex R, Matlab etc).",30+ days ago
Data Scientist,Star,"Mumbai, Maharashtra","A proven passion for generating insights from data, with a strong familiarity with the higher-level trends in data growth, open-source platforms, and public…",30+ days ago
Data Science Engineer,Mystro,"Mumbai, Maharashtra",Building advanced ML models for statement processing and transaction data processing on top of existing technology stack for understanding Customers better and…,30+ days ago
Complaint Vigilance Analyst,Johnson & Johnson Family of Companies,"Mumbai, Maharashtra","Analyzes data, prepares and disseminate weekly complaints report to region.
We embrace research and science - bringing creative ideas, products, and services to…",5 days ago
Junior Data Analyst,Happy Marketer,"Mumbai, Maharashtra","Perform root cause analysis on complex data anomalies and working closely data stewards to define best practice.
Strong communication, analytical, data-mining.",30+ days ago
Assistant Manager - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Mine data through various technologies like BigQuery and SQL.",30+ days ago
Analyst - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Update and manage master data sets.
Become part of our team.",30+ days ago
Data Engineer,Canary Health Technologies,"Mumbai, Maharashtra","Analysts and data scientists on data initiatives and will ensure compliant, secure, optimal data.
At least 5 years experience building and optimizing ‘big data’…",8 days ago
Online Python Trainer (Female candidates only),Whitehat Education Technology Pvt. Ltd.,"Mumbai, Maharashtra","You'll teach students aged 15-18 coding (algorithms, data structure).
WhiteHat Jr* was created to solve the #1 gap in the global school system today.",30+ days ago
Web Development part time job/internship at Mumbai,Faclon,"Mumbai, Maharashtra","We have an assortment of devices connected over long-range RF and 3G technologies, sending the sensed data to our cloud.
Work on MEAN Stack (Angular 7+) 4.",6 days ago
Deputy Manager,Deloitte,"Mumbai, Maharashtra","You should reimagine everything—relationships, data, markets, the workforce, and more.
How can you thrive when nonstop disruption keeps redefining possibilities…",30+ days ago
Data Analyst,Cognizant,"Mumbai, Maharashtra",Individuals in this role perform data entry of data received from Source documents into the respective Clinical/Safety database While peroforming this activity…,28 days ago
Chief Data Science officer,RedLotus,"Mumbai, Maharashtra","Responsible for areas such as data quality, data governance, master data management, information strategy, data science, and business analytics.",30+ days ago
Academic Associate,upGrad Education Private Limited,"Mumbai, Maharashtra","Work with Technology team to automate dashboards, analyze and interpret data.
UpGrad is an online education platform building the careers of tomorrow by…",1 day ago
Server Side Data Scientist + Python Developer + IIT,Quantsapp Private Limited.,"Andheri, Mumbai, Maharashtra","Deploy websockets, rest api's & dynamic tcp, udp based data flow.
Quantsapp is India's first Option Trading Analytics platform on mobile.",26 days ago
Conservation Biologist,Bombay Natural History Society,"Mumbai, Maharashtra","Good writing and statistical analysis of data skills.
Bombay Natural History Society, Mumbai invites application for engaging Conservation.",30+ days ago
Research Intern,Cuddles Foundation,"Mumbai, Maharashtra","Ability to conduct statistical and graphical analysis of data.
You’ll help in data collection for various projects.
But, that’s not it!",15 days ago
Senior Specialist – Tableau Data Visualization,JLT India,"Powai, Mumbai, Maharashtra","Understand the data mart/data warehousing concepts along with knowledge of SQL to write complex, highly-optimized queries across large volumes of data.",30+ days ago
Manager Data Science,RELX Group,"Mumbai, Maharashtra","Research and develop solutions including (but not limited to) user interface design, data analysis and transformation, model creation and analysis, premium…",30+ days ago
Regulatory Affairs Manager,"Pacific Pharmaceuticals USA, Inc.","Mumbai, Maharashtra","Review and preparation of the quality and analytical data as per the Pharmacopoeia, Specification, Batch manufacturing records, Stability, Finished product /…",1 day ago
Assistant Manager - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Mine data through various technologies like BigQuery and SQL.",30+ days ago
Analyst - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Update and manage master data sets.
Become part of our team.",30+ days ago
Data Engineer,Canary Health Technologies,"Mumbai, Maharashtra","Analysts and data scientists on data initiatives and will ensure compliant, secure, optimal data.
At least 5 years experience building and optimizing ‘big data’…",8 days ago
Back Office Executive - Freshers or Max 2 Years Experience,Novus Life Sciences Pvt. Ltd.,"Andheri, Mumbai, Maharashtra","9. Recording the data in Excel.
Back Office Assistant Executive - Good English Speaking & Writing Skills is a must.*.
1. Making Spreadsheets on Excel.",30+ days ago
